RBC,HCT,HGB,WBC,MCH,MCHC,MCV,RDW-SD,PLT,NEUT,LYMPH,MONO,EOS,BASO,count,percent,percent_cumulative
1,1,1,2,2,2,2,4,4,2,2,2,2,2,6,0.000824,92.607784
0,0,0,2,2,2,2,3,2,2,2,2,3,2,6,0.000824,92.608608
2,2,2,4,2,2,2,2,4,2,4,2,2,3,6,0.000824,92.609433
2,4,3,2,3,2,4,2,2,2,2,2,2,2,6,0.000824,92.610257
1,2,2,2,2,2,2,3,2,2,2,4,2,2,6,0.000824,92.611081
2,2,2,2,3,2,3,4,2,2,2,2,2,4,6,0.000824,92.611905
0,0,0,0,4,2,4,4,0,2,0,2,2,2,6,0.000824,92.612729
2,2,2,4,2,3,2,2,2,4,4,4,2,2,6,0.000824,92.613554
2,2,2,3,4,2,4,2,2,2,3,2,2,2,6,0.000824,92.614378
2,2,2,4,2,3,2,2,2,3,3,2,2,2,6,0.000824,92.615202
0,0,2,2,2,3,2,2,2,2,2,2,2,1,6,0.000824,92.616026
2,2,2,2,1,2,2,2,1,2,2,2,2,2,6,0.000824,92.616850
1,2,2,0,2,2,2,2,2,0,1,2,2,2,6,0.000824,92.617675
0,1,2,3,2,2,2,2,2,2,4,2,2,2,6,0.000824,92.618499
0,0,0,2,0,0,0,2,2,2,0,2,2,2,6,0.000824,92.619323
0,2,2,2,2,2,2,4,2,2,0,2,2,2,6,0.000824,92.620147
2,2,2,4,2,2,2,2,1,2,2,2,2,2,6,0.000824,92.620971
1,2,2,2,4,2,3,2,2,2,2,2,4,2,6,0.000824,92.621796
0,0,0,2,2,2,2,4,0,2,2,2,4,2,6,0.000824,92.622620
0,0,0,2,3,2,4,4,1,2,1,2,2,2,6,0.000824,92.623444
2,2,2,4,3,2,2,2,1,4,2,2,2,2,6,0.000824,92.624268
2,4,3,4,2,2,2,2,2,4,2,4,2,2,6,0.000824,92.625092
0,0,0,2,2,2,2,4,2,2,2,2,2,0,6,0.000824,92.625917
2,2,2,3,0,2,2,2,2,2,2,2,2,2,6,0.000824,92.626741
2,2,2,4,2,2,1,2,2,4,2,4,2,2,6,0.000824,92.627565
2,2,2,4,3,2,3,4,2,4,2,4,2,2,6,0.000824,92.628389
0,2,2,4,3,2,4,4,2,4,2,4,2,2,6,0.000824,92.629213
2,0,0,1,0,0,0,3,2,1,2,2,2,2,6,0.000824,92.630038
2,2,2,2,2,2,2,3,1,2,2,2,1,1,6,0.000824,92.630862
0,0,0,2,2,2,3,4,2,2,2,2,3,2,6,0.000824,92.631686
2,1,0,2,0,2,1,4,2,2,2,2,2,2,6,0.000824,92.632510
2,2,2,1,2,2,2,1,1,1,2,2,2,2,6,0.000824,92.633334
2,2,2,1,2,2,2,4,2,2,2,2,2,1,6,0.000824,92.634159
2,2,2,2,1,0,2,2,3,2,2,2,2,2,6,0.000824,92.634983
1,0,1,2,2,2,2,2,2,2,1,2,1,2,6,0.000824,92.635807
2,2,2,4,2,2,2,2,2,4,4,2,3,2,6,0.000824,92.636631
1,2,2,4,2,2,2,3,2,4,2,3,2,2,6,0.000824,92.637455
2,2,2,2,2,2,2,4,2,2,1,2,3,2,6,0.000824,92.638280
4,2,2,2,2,2,2,1,2,2,2,2,2,2,6,0.000824,92.639104
2,2,2,3,2,2,2,2,2,2,4,2,3,4,6,0.000824,92.639928
2,0,0,2,0,0,0,4,2,2,2,3,2,2,6,0.000824,92.640752
0,2,2,2,4,0,4,4,2,2,2,2,2,2,6,0.000824,92.641576
2,2,2,1,2,2,2,3,2,2,2,2,2,1,6,0.000824,92.642400
2,2,2,2,4,4,2,2,3,2,2,2,2,2,6,0.000824,92.643225
2,2,2,0,2,2,2,2,2,2,0,2,1,2,6,0.000824,92.644049
2,2,2,4,2,2,2,2,4,2,2,3,2,2,6,0.000824,92.644873
2,2,2,0,2,2,2,2,0,0,2,2,2,2,6,0.000824,92.645697
4,2,2,2,0,0,0,1,2,2,2,2,2,2,6,0.000824,92.646521
2,2,2,3,2,0,2,4,2,2,4,2,2,2,6,0.000824,92.647346
2,2,2,4,2,2,2,2,4,2,2,4,2,2,6,0.000824,92.648170
0,1,0,2,2,2,2,4,2,2,2,3,2,2,6,0.000824,92.648994
0,0,0,2,3,2,4,4,2,2,2,2,3,2,6,0.000824,92.649818
0,0,1,2,2,2,2,4,2,2,2,2,1,2,6,0.000824,92.650642
2,2,2,4,2,2,2,3,2,2,2,2,4,4,6,0.000824,92.651467
0,0,1,4,2,2,2,4,2,2,4,4,4,2,6,0.000824,92.652291
0,0,0,2,2,1,4,4,2,2,2,2,4,2,6,0.000824,92.653115
2,2,2,2,2,1,2,2,2,1,4,2,2,2,6,0.000824,92.653939
1,2,2,4,2,2,3,4,2,4,2,2,2,2,6,0.000824,92.654763
1,2,1,1,2,2,2,2,2,1,2,2,2,2,6,0.000824,92.655588
0,0,0,4,2,2,3,4,2,3,2,2,2,2,6,0.000824,92.656412
1,2,2,4,4,2,3,4,2,4,2,2,2,2,6,0.000824,92.657236
0,1,2,2,2,3,2,2,2,3,2,2,2,2,6,0.000824,92.658060
0,0,0,2,4,2,2,2,2,2,0,2,2,2,6,0.000824,92.658884
0,0,0,2,1,0,2,4,4,2,2,2,2,2,6,0.000824,92.659709
0,0,0,4,2,2,2,4,2,4,2,2,2,4,6,0.000824,92.660533
0,2,2,2,4,4,3,4,2,2,2,2,2,2,6,0.000824,92.661357
0,0,0,0,2,2,2,4,2,2,0,2,2,2,6,0.000824,92.662181
0,1,2,2,4,2,2,4,2,2,1,2,2,2,6,0.000824,92.663005
2,2,2,2,2,2,2,4,3,2,2,2,2,3,6,0.000824,92.663830
0,0,2,2,3,2,2,2,2,3,1,2,2,2,6,0.000824,92.664654
1,2,2,4,2,2,2,2,2,4,3,3,2,2,6,0.000824,92.665478
1,2,2,2,2,2,4,2,2,1,2,2,2,2,6,0.000824,92.666302
2,2,1,2,2,0,2,2,2,2,2,2,2,1,6,0.000824,92.667126
0,0,1,2,2,2,2,4,2,2,4,2,2,2,6,0.000824,92.667951
2,2,2,2,2,2,2,3,2,2,2,2,4,3,6,0.000824,92.668775
0,1,1,1,2,2,2,4,2,1,2,2,2,2,6,0.000824,92.669599
4,3,2,2,2,2,2,2,4,2,2,2,2,2,6,0.000824,92.670423
0,0,0,0,2,2,2,4,0,0,2,2,2,1,6,0.000824,92.671247
0,0,0,2,4,1,4,4,1,2,2,2,2,2,6,0.000824,92.672072
2,2,2,2,2,2,2,4,3,2,2,4,2,2,6,0.000824,92.672896
2,2,2,4,1,2,2,2,2,4,2,3,2,2,6,0.000824,92.673720
2,2,2,2,0,1,0,2,2,1,2,2,2,2,6,0.000824,92.674544
2,2,1,3,0,0,0,2,2,3,2,2,2,2,6,0.000824,92.675368
2,1,0,2,0,2,2,4,2,2,2,2,2,2,6,0.000824,92.676193
2,3,2,2,2,2,3,2,2,2,4,2,2,2,6,0.000824,92.677017
1,2,2,1,2,2,3,3,2,1,2,2,2,2,6,0.000824,92.677841
2,2,1,2,0,0,0,3,4,2,2,2,2,2,6,0.000824,92.678665
1,1,1,2,2,2,2,3,2,2,2,2,2,1,6,0.000824,92.679489
2,3,2,4,2,2,2,2,2,4,2,2,1,2,6,0.000824,92.680314
2,2,2,4,2,2,2,2,0,4,2,4,2,2,6,0.000824,92.681138
0,2,2,2,3,2,2,2,2,2,2,2,3,2,6,0.000824,92.681962
0,0,0,2,0,0,0,2,2,2,1,2,2,2,6,0.000824,92.682786
0,0,0,2,4,2,3,3,2,2,2,2,2,2,6,0.000824,92.683610
0,1,2,2,3,2,2,2,2,2,2,3,2,2,6,0.000824,92.684435
1,2,2,2,2,2,2,2,4,2,4,2,2,2,6,0.000824,92.685259
1,2,1,4,2,2,2,2,2,4,2,2,2,2,6,0.000824,92.686083
1,1,2,2,2,2,2,2,2,4,2,2,2,2,6,0.000824,92.686907
2,2,2,4,2,2,2,2,2,2,3,4,4,2,6,0.000824,92.687731
2,2,2,2,2,2,2,4,1,2,0,2,2,2,6,0.000824,92.688555
0,2,2,4,4,2,4,4,2,2,2,3,2,2,6,0.000824,92.689380
2,2,2,2,2,2,2,3,2,2,1,2,4,2,6,0.000824,92.690204
1,2,2,2,2,1,4,3,2,2,2,2,2,2,6,0.000824,92.691028
2,2,2,2,3,2,3,2,2,2,4,2,4,2,6,0.000824,92.691852
0,0,0,2,2,0,4,4,2,2,1,2,4,2,6,0.000824,92.692676
1,2,2,4,2,2,2,3,2,2,4,2,2,2,6,0.000824,92.693501
1,2,2,4,3,2,2,2,2,2,4,2,2,2,6,0.000824,92.694325
0,2,2,4,4,3,2,2,2,4,2,2,2,2,6,0.000824,92.695149
1,2,2,4,3,3,2,2,2,4,2,2,2,2,6,0.000824,92.695973
2,2,2,4,2,2,4,4,2,4,2,4,2,2,6,0.000824,92.696797
2,2,2,2,3,2,4,3,2,2,2,2,4,2,6,0.000824,92.697622
2,2,2,2,4,2,4,4,3,2,2,2,2,2,6,0.000824,92.698446
2,2,2,2,2,2,2,3,2,2,3,2,3,2,6,0.000824,92.699270
2,2,2,4,1,2,1,2,2,4,2,2,2,2,6,0.000824,92.700094
0,0,0,2,3,2,4,4,2,2,2,2,2,3,6,0.000824,92.700918
1,2,2,2,4,2,2,3,2,2,0,2,2,2,6,0.000824,92.701743
0,0,1,2,2,2,2,4,2,2,1,2,1,2,6,0.000824,92.702567
0,2,2,1,4,2,4,4,2,1,2,2,2,1,6,0.000824,92.703391
1,2,2,2,3,2,2,3,2,3,2,2,2,2,6,0.000824,92.704215
2,2,2,4,2,2,3,4,2,2,2,4,2,2,6,0.000824,92.705039
0,2,2,2,2,2,2,2,2,2,2,3,2,2,6,0.000824,92.705864
2,2,2,3,1,2,1,2,2,3,2,2,2,2,6,0.000824,92.706688
2,2,2,2,2,2,2,2,1,2,0,2,2,1,6,0.000824,92.707512
2,2,2,3,2,2,2,2,2,3,2,2,2,4,6,0.000824,92.708336
2,1,0,2,0,1,0,2,3,2,2,2,2,2,6,0.000824,92.709160
0,0,0,2,1,1,1,4,2,2,2,2,2,2,6,0.000824,92.709985
0,0,0,2,2,2,3,4,2,2,2,4,2,2,6,0.000824,92.710809
0,2,2,2,4,2,4,2,2,2,3,2,2,2,6,0.000824,92.711633
2,2,2,3,2,2,2,2,1,2,2,4,2,2,6,0.000824,92.712457
2,2,2,2,2,2,2,4,0,1,2,2,2,2,6,0.000824,92.713281
0,0,2,2,2,4,2,2,2,2,2,2,2,1,6,0.000824,92.714106
2,2,2,2,3,2,2,2,2,2,2,3,1,2,6,0.000824,92.714930
2,2,2,4,2,2,4,2,2,2,2,2,2,2,6,0.000824,92.715754
0,2,2,4,3,2,4,4,2,2,4,2,2,2,6,0.000824,92.716578
2,2,2,4,2,2,2,2,2,4,1,2,1,1,6,0.000824,92.717402
0,1,2,2,4,2,4,4,2,2,2,2,3,2,6,0.000824,92.718227
1,2,2,2,2,2,2,2,1,2,2,2,1,2,6,0.000824,92.719051
2,4,2,2,2,1,2,4,2,2,2,2,2,2,6,0.000824,92.719875
2,2,2,2,2,2,1,2,2,2,2,2,1,0,6,0.000824,92.720699
0,2,1,2,2,1,2,4,2,2,2,2,2,2,6,0.000824,92.721523
0,2,2,4,4,2,3,3,2,4,2,2,2,2,6,0.000824,92.722348
0,2,2,2,3,2,3,4,2,2,2,2,2,1,6,0.000824,92.723172
0,2,2,2,4,2,4,4,1,2,4,2,2,2,6,0.000824,92.723996
1,1,0,2,2,2,2,2,2,2,1,2,2,2,6,0.000824,92.724820
2,1,0,2,0,0,0,4,3,2,2,2,2,2,6,0.000824,92.725644
2,2,3,2,2,2,2,2,0,2,2,2,2,2,6,0.000824,92.726469
2,2,2,2,0,2,0,2,2,2,2,2,2,4,6,0.000824,92.727293
0,0,0,2,4,2,4,4,4,2,2,2,2,4,6,0.000824,92.728117
0,0,0,4,3,2,4,4,2,2,4,2,2,2,6,0.000824,92.728941
0,2,2,2,4,2,4,3,0,2,2,2,2,2,6,0.000824,92.729765
0,0,0,4,2,2,2,4,2,2,2,3,2,2,6,0.000824,92.730589
2,2,2,4,2,2,2,2,2,2,4,4,4,4,6,0.000824,92.731414
2,2,2,4,2,2,2,4,0,2,4,2,2,2,6,0.000824,92.732238
0,0,0,0,2,2,2,2,2,1,1,2,2,2,6,0.000824,92.733062
2,2,2,4,2,2,2,2,3,4,2,2,4,2,6,0.000824,92.733886
2,0,0,2,1,0,2,4,2,2,2,2,2,2,6,0.000824,92.734710
0,1,2,2,2,2,2,3,2,1,2,2,2,2,6,0.000824,92.735535
0,0,0,0,2,2,3,4,2,1,2,2,2,2,6,0.000824,92.736359
0,0,0,1,0,0,0,4,2,1,2,2,2,2,6,0.000824,92.737183
2,2,2,2,2,4,2,1,2,2,2,2,4,2,6,0.000824,92.738007
0,1,2,2,3,2,2,2,1,2,1,2,2,2,6,0.000824,92.738831
2,2,2,2,2,2,2,4,4,2,2,2,4,2,6,0.000824,92.739656
2,2,2,4,2,2,2,2,2,2,4,3,4,4,6,0.000824,92.740480
1,0,1,2,2,2,2,4,2,2,2,2,4,2,6,0.000824,92.741304
0,1,2,3,2,2,2,4,2,4,2,2,2,2,6,0.000824,92.742128
2,3,2,2,2,2,4,3,2,2,2,2,2,2,6,0.000824,92.742952
1,2,2,2,2,2,4,3,2,2,2,2,4,2,6,0.000824,92.743777
2,2,2,2,2,2,2,2,1,1,2,4,2,2,6,0.000824,92.744601
4,4,4,4,2,2,2,2,2,4,2,4,2,2,6,0.000824,92.745425
2,1,2,2,2,3,2,2,2,2,2,2,2,1,6,0.000824,92.746249
0,0,0,3,2,2,2,2,2,2,3,2,2,2,6,0.000824,92.747073
2,2,2,3,4,2,2,2,2,2,2,4,2,2,6,0.000824,92.747898
2,2,2,2,3,2,2,2,2,2,2,2,2,0,6,0.000824,92.748722
0,2,2,2,2,2,2,2,3,2,2,2,2,2,6,0.000824,92.749546
0,0,1,2,2,2,2,4,4,2,2,2,2,2,6,0.000824,92.750370
2,2,2,2,3,2,3,3,2,2,1,2,2,2,6,0.000824,92.751194
0,1,2,2,4,4,2,2,2,2,2,2,2,1,6,0.000824,92.752019
0,0,0,2,4,2,4,4,0,2,2,2,4,1,6,0.000824,92.752843
0,2,2,2,4,3,4,3,2,2,2,2,2,2,6,0.000824,92.753667
2,2,2,2,2,2,2,4,0,2,3,2,2,2,6,0.000824,92.754491
2,2,2,2,3,2,3,4,0,2,2,2,2,2,6,0.000824,92.755315
2,2,2,2,2,1,2,4,2,3,2,2,2,2,6,0.000824,92.756140
0,2,2,0,4,2,4,4,2,1,1,2,2,2,6,0.000824,92.756964
2,2,2,0,2,2,2,2,0,1,1,2,2,2,6,0.000824,92.757788
1,2,2,1,3,2,4,4,2,1,2,2,2,2,6,0.000824,92.758612
2,2,2,2,0,0,0,4,3,2,2,2,2,2,6,0.000824,92.759436
2,2,2,2,3,2,4,4,2,2,2,2,2,4,6,0.000824,92.760261
1,2,2,2,4,2,4,3,2,2,2,2,4,2,6,0.000824,92.761085
4,2,0,2,0,0,0,0,2,2,2,2,2,2,6,0.000824,92.761909
0,0,0,2,3,2,2,2,2,2,2,2,1,2,6,0.000824,92.762733
2,2,2,3,2,2,2,2,3,2,2,2,4,2,6,0.000824,92.763557
2,2,2,2,2,2,2,4,2,2,3,2,2,4,6,0.000824,92.764382
2,2,2,3,2,2,2,2,2,2,2,3,2,3,6,0.000824,92.765206
0,2,2,3,2,2,2,3,2,4,2,2,2,2,6,0.000824,92.766030
2,2,2,4,1,2,2,2,2,4,2,4,2,2,6,0.000824,92.766854
2,2,2,3,2,2,3,3,2,3,2,2,2,2,5,0.000687,92.767541
2,2,2,2,3,4,2,2,2,2,1,2,2,2,5,0.000687,92.768228
2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,0.000687,92.768915
2,1,1,4,2,2,2,4,2,4,2,4,2,2,5,0.000687,92.769601
0,0,1,2,2,2,2,2,2,2,1,2,2,1,5,0.000687,92.770288
1,2,2,2,3,2,2,2,2,2,0,2,1,2,5,0.000687,92.770975
2,2,2,2,2,4,2,3,2,2,2,2,2,2,5,0.000687,92.771662
0,0,0,2,1,0,2,4,2,2,1,2,2,2,5,0.000687,92.772349
2,0,0,2,0,0,2,2,2,2,2,2,2,2,5,0.000687,92.773036
2,1,0,2,0,2,1,2,2,2,1,2,2,2,5,0.000687,92.773722
2,2,2,2,1,1,2,2,2,1,2,2,2,2,5,0.000687,92.774409
2,1,0,2,2,2,1,2,2,2,2,2,2,2,5,0.000687,92.775096
1,2,2,2,3,3,2,2,0,2,2,2,2,2,5,0.000687,92.775783
1,2,2,2,2,2,2,2,2,2,2,4,3,2,5,0.000687,92.776470
2,2,2,4,2,2,2,2,2,2,2,3,2,3,5,0.000687,92.777157
1,1,2,4,2,2,2,2,3,4,2,2,2,2,5,0.000687,92.777843
2,2,2,2,2,2,2,4,1,2,2,2,1,2,5,0.000687,92.778530
2,0,0,2,0,2,2,2,3,2,2,2,2,2,5,0.000687,92.779217
2,2,1,2,2,2,2,4,1,2,2,2,2,2,5,0.000687,92.779904
2,1,2,1,2,4,2,2,2,1,2,2,2,2,5,0.000687,92.780591
2,4,3,2,2,2,2,2,2,2,2,2,4,2,5,0.000687,92.781278
0,0,1,2,2,4,2,2,2,2,2,2,2,1,5,0.000687,92.781964
0,2,2,1,3,2,2,2,2,2,0,2,2,2,5,0.000687,92.782651
1,2,2,3,3,2,2,4,2,2,2,2,2,2,5,0.000687,92.783338
0,1,2,2,4,4,2,4,2,2,2,2,2,2,5,0.000687,92.784025
0,1,2,2,4,2,4,4,4,2,2,2,2,2,5,0.000687,92.784712
2,2,2,4,2,2,3,2,2,2,4,3,2,2,5,0.000687,92.785399
1,2,2,2,2,2,4,4,2,1,2,2,2,2,5,0.000687,92.786085
0,2,2,1,2,2,2,4,2,1,2,2,2,2,5,0.000687,92.786772
2,0,0,2,0,0,0,2,4,2,2,2,4,2,5,0.000687,92.787459
2,2,2,4,2,4,2,2,2,4,2,4,2,2,5,0.000687,92.788146
0,0,1,2,3,2,2,2,2,2,1,2,1,2,5,0.000687,92.788833
2,2,2,2,2,1,4,4,2,2,3,2,2,2,5,0.000687,92.789520
2,2,2,1,2,3,2,2,2,1,2,2,1,2,5,0.000687,92.790206
2,2,2,2,2,2,2,2,0,2,2,2,2,4,5,0.000687,92.790893
0,1,2,3,2,2,2,3,2,4,2,2,2,2,5,0.000687,92.791580
1,2,2,1,2,2,2,2,1,2,2,2,2,2,5,0.000687,92.792267
1,0,1,2,2,2,2,2,0,2,2,2,2,2,5,0.000687,92.792954
0,1,2,1,2,2,2,2,2,1,2,2,2,1,5,0.000687,92.793641
2,2,1,2,0,0,1,2,3,2,2,2,2,2,5,0.000687,92.794327
1,2,2,2,3,2,4,4,2,2,2,2,3,2,5,0.000687,92.795014
2,2,2,2,2,2,2,4,1,2,2,3,2,2,5,0.000687,92.795701
4,2,2,2,2,1,2,2,2,2,2,2,2,2,5,0.000687,92.796388
2,2,2,2,1,1,1,2,2,1,2,2,2,2,5,0.000687,92.797075
0,0,0,2,4,2,4,4,0,2,2,3,2,2,5,0.000687,92.797761
1,0,0,4,2,2,2,4,2,4,2,4,2,2,5,0.000687,92.798448
2,2,2,4,2,0,2,3,2,4,2,2,2,2,5,0.000687,92.799135
2,2,0,2,0,0,0,2,2,2,1,2,2,2,5,0.000687,92.799822
1,2,2,2,3,3,2,2,2,1,2,2,2,2,5,0.000687,92.800509
2,2,2,4,2,2,2,2,1,2,4,4,2,4,5,0.000687,92.801196
2,1,2,2,2,2,2,2,1,2,2,2,2,1,5,0.000687,92.801882
2,2,2,4,2,1,2,4,4,4,2,2,2,2,5,0.000687,92.802569
2,0,0,2,2,2,1,4,2,2,2,2,2,2,5,0.000687,92.803256
2,2,2,2,2,2,2,4,1,2,2,2,3,2,5,0.000687,92.803943
0,0,2,1,4,2,2,2,2,1,1,2,2,2,5,0.000687,92.804630
2,2,2,2,3,2,2,2,2,1,2,2,3,2,5,0.000687,92.805317
2,2,2,2,2,2,2,3,2,2,3,2,2,1,5,0.000687,92.806003
2,2,2,1,4,2,2,2,2,1,2,2,1,2,5,0.000687,92.806690
2,2,2,3,3,4,2,2,2,2,3,2,2,2,5,0.000687,92.807377
1,1,2,2,2,2,2,2,2,1,2,2,4,2,5,0.000687,92.808064
2,2,2,2,3,2,3,3,2,2,2,3,2,2,5,0.000687,92.808751
2,2,2,2,4,2,3,3,2,2,2,4,2,2,5,0.000687,92.809438
2,0,0,2,0,1,0,4,4,2,2,2,2,2,5,0.000687,92.810124
2,0,0,2,0,0,0,2,3,2,2,2,4,2,5,0.000687,92.810811
2,1,1,2,0,2,0,2,3,2,2,2,2,2,5,0.000687,92.811498
1,2,2,2,3,2,2,2,1,2,1,2,2,2,5,0.000687,92.812185
2,0,0,2,0,2,0,4,2,2,1,2,2,2,5,0.000687,92.812872
0,2,2,2,2,2,2,2,0,2,2,2,2,2,5,0.000687,92.813559
2,1,1,1,2,2,2,4,2,1,2,2,2,2,5,0.000687,92.814245
0,1,1,2,2,2,2,3,2,2,3,2,2,2,5,0.000687,92.814932
2,0,0,2,0,0,0,2,2,2,2,3,2,2,5,0.000687,92.815619
1,0,0,2,1,2,2,3,2,2,2,2,2,2,5,0.000687,92.816306
0,1,1,2,2,2,2,2,2,2,1,2,1,2,5,0.000687,92.816993
2,1,2,2,2,4,2,2,1,2,2,2,2,2,5,0.000687,92.817680
0,1,2,4,3,2,2,2,2,3,2,2,2,2,5,0.000687,92.818366
2,2,2,2,2,2,2,3,2,2,4,2,2,3,5,0.000687,92.819053
2,1,1,2,1,1,2,2,2,2,2,2,2,2,5,0.000687,92.819740
2,2,2,4,2,2,2,2,2,4,3,2,3,2,5,0.000687,92.820427
1,2,2,2,2,2,2,4,2,2,0,2,1,2,5,0.000687,92.821114
0,0,0,4,2,2,2,2,2,4,3,2,2,2,5,0.000687,92.821801
2,2,2,4,2,2,2,4,2,2,3,2,4,2,5,0.000687,92.822487
0,2,2,2,2,1,3,4,2,2,2,2,2,2,5,0.000687,92.823174
0,0,1,2,2,3,2,2,2,2,2,2,2,1,5,0.000687,92.823861
0,1,2,2,2,2,2,2,1,3,2,2,2,2,5,0.000687,92.824548
2,2,2,2,2,2,0,2,3,2,2,2,2,2,5,0.000687,92.825235
2,1,1,2,0,2,0,2,2,2,1,2,2,2,5,0.000687,92.825922
0,2,1,2,3,2,4,3,2,2,2,2,2,2,5,0.000687,92.826608
2,4,4,2,2,2,3,4,2,2,2,2,2,2,5,0.000687,92.827295
0,1,2,2,4,2,4,4,2,2,4,2,2,2,5,0.000687,92.827982
0,0,0,2,2,2,2,2,2,1,3,2,2,2,5,0.000687,92.828669
2,2,0,2,0,2,0,2,2,2,2,2,2,2,5,0.000687,92.829356
0,0,0,1,2,2,2,3,2,2,1,2,2,2,5,0.000687,92.830043
2,2,2,4,2,2,2,2,2,4,1,3,1,2,5,0.000687,92.830729
2,2,2,2,2,4,2,2,2,2,2,3,2,2,5,0.000687,92.831416
2,2,2,3,2,2,2,2,2,2,4,3,4,2,5,0.000687,92.832103
2,1,2,0,2,2,2,2,2,0,2,2,2,1,5,0.000687,92.832790
0,0,2,1,2,2,2,2,2,2,2,2,2,2,5,0.000687,92.833477
2,2,1,2,0,2,0,2,3,2,2,2,2,2,5,0.000687,92.834163
0,2,2,2,4,2,3,2,0,2,2,2,2,2,5,0.000687,92.834850
2,1,1,1,2,1,2,2,2,1,2,2,2,2,5,0.000687,92.835537
0,0,1,3,2,2,2,2,2,2,2,3,2,2,5,0.000687,92.836224
0,1,2,4,2,2,2,2,2,2,2,2,2,2,5,0.000687,92.836911
2,1,2,2,2,2,2,4,2,2,2,2,4,2,5,0.000687,92.837598
3,2,2,3,2,2,2,2,2,2,2,2,2,2,5,0.000687,92.838284
4,4,4,2,2,4,2,2,2,2,2,2,2,2,5,0.000687,92.838971
0,2,2,2,4,2,2,4,2,2,2,2,1,2,5,0.000687,92.839658
0,2,2,3,4,2,4,4,2,2,3,2,2,2,5,0.000687,92.840345
1,2,2,2,2,2,2,2,1,2,1,2,2,1,5,0.000687,92.841032
2,2,2,4,3,2,4,4,2,4,2,3,2,2,5,0.000687,92.841719
2,2,2,3,2,2,2,2,4,2,4,3,2,2,5,0.000687,92.842405
0,0,0,2,2,2,3,2,2,2,2,2,2,1,5,0.000687,92.843092
1,1,1,4,2,2,2,2,2,2,4,2,2,2,5,0.000687,92.843779
2,2,2,4,2,2,2,4,2,4,2,4,4,2,5,0.000687,92.844466
2,2,2,3,4,2,2,3,2,2,2,2,2,2,5,0.000687,92.845153
1,2,2,1,3,2,4,2,2,1,2,2,2,2,5,0.000687,92.845840
1,2,2,2,2,2,2,4,2,2,1,2,4,2,5,0.000687,92.846526
2,0,0,2,0,0,0,4,2,2,2,2,2,1,5,0.000687,92.847213
2,0,1,4,2,2,1,2,2,4,2,2,2,2,5,0.000687,92.847900
2,2,2,2,2,2,2,4,2,2,3,2,2,1,5,0.000687,92.848587
2,2,2,3,2,2,4,3,2,2,4,2,2,2,5,0.000687,92.849274
2,2,2,2,4,4,2,2,2,2,2,3,2,2,5,0.000687,92.849961
2,2,2,4,2,2,2,4,2,4,3,4,2,4,5,0.000687,92.850647
1,2,2,4,2,2,3,4,2,2,2,2,2,2,5,0.000687,92.851334
1,0,2,3,2,2,2,2,2,2,2,2,2,2,5,0.000687,92.852021
2,2,2,2,2,1,2,2,1,1,2,2,2,2,5,0.000687,92.852708
1,0,1,4,2,2,2,2,2,3,2,2,2,2,5,0.000687,92.853395
2,0,0,2,2,2,0,2,2,2,2,2,2,2,5,0.000687,92.854082
1,2,2,2,4,3,2,2,2,2,4,2,2,2,5,0.000687,92.854768
2,2,2,4,3,2,2,3,2,2,2,2,2,2,5,0.000687,92.855455
2,2,2,2,2,2,2,2,2,2,4,3,4,2,5,0.000687,92.856142
2,1,0,2,2,2,2,2,2,1,2,2,2,2,5,0.000687,92.856829
2,2,2,2,3,2,3,2,2,1,2,2,2,1,5,0.000687,92.857516
2,1,2,1,2,2,2,2,2,2,1,2,1,2,5,0.000687,92.858203
2,2,2,1,2,2,2,2,2,2,1,2,1,1,5,0.000687,92.858889
2,2,2,0,2,2,3,2,2,0,2,2,2,2,5,0.000687,92.859576
1,2,2,2,4,3,2,2,2,2,2,2,2,1,5,0.000687,92.860263
2,2,2,2,2,0,2,4,2,2,2,2,2,3,5,0.000687,92.860950
2,0,0,2,0,0,0,0,2,2,2,2,2,2,5,0.000687,92.861637
2,2,2,2,2,2,2,2,3,2,4,2,2,4,5,0.000687,92.862324
0,0,0,2,2,2,2,4,0,2,0,2,1,2,5,0.000687,92.863010
2,1,1,2,1,2,0,2,2,1,2,2,2,2,5,0.000687,92.863697
0,1,0,2,2,2,2,2,2,1,2,2,2,2,5,0.000687,92.864384
2,2,2,2,3,2,3,4,2,2,2,2,1,1,5,0.000687,92.865071
2,2,2,3,3,2,2,4,2,2,2,3,2,2,5,0.000687,92.865758
2,2,2,2,2,2,2,3,0,2,0,2,2,2,5,0.000687,92.866445
2,2,2,2,2,2,1,2,2,2,2,2,4,4,5,0.000687,92.867131
2,2,2,0,3,2,2,2,2,1,0,2,1,2,5,0.000687,92.867818
2,2,2,1,1,2,2,2,2,2,1,2,2,2,5,0.000687,92.868505
1,2,2,2,4,2,4,4,2,2,2,2,1,2,5,0.000687,92.869192
2,1,1,4,2,2,2,4,2,4,2,2,2,2,5,0.000687,92.869879
2,1,2,2,2,2,2,3,2,1,2,2,2,2,5,0.000687,92.870565
0,0,0,4,2,0,2,4,2,4,2,2,2,4,5,0.000687,92.871252
0,2,2,2,2,2,2,4,2,3,2,2,2,2,5,0.000687,92.871939
2,2,2,4,2,2,2,4,4,4,2,2,2,4,5,0.000687,92.872626
